id,text,difficulty,max_rank,rank,topics
10833029,His self-esteem is very high.,C2,8282,1,emotions
12874047,We sat at the airport lounge.,C2,8060,2,
287100,He is very blunt in his manner.,C2,8245,3,
761675,The house is beautifully situated.,C2,8010,4,
13004840,I opt to not open up to others.,C2,8325,5,negation
4945666,She lounged by the pool.,C2,8060,6,
456535,Oh my gosh. I will be late for lessons.,C2,8296,7,language learning
6589081,Turn on the spotlight.,C2,8354,8,
9514038,You can opt out if you like.,C2,8325,9,negation
1638738,He's a fine young lad.,C2,8307,10,
680929,A modern factory is totally automated.,C2,8120,11,
7245732,Sami was watching a movie in the lounge.,C2,8060,12,
262812,We treated him in the politest manner possible.,C2,8074,13,polite requests & manners
9440252,Things were different here when I were a lad.,C2,8307,14,
13035582,I opt to shield my emotions.,C2,8325,15,emotions
11771666,The truck had some issues with the clutch.,C2,8523,16,
1714216,Yay! I'm happy that it's an apple that I'm eating!,C2,8108,17,emotions
12105184,Am I a big dope?,C2,8275,18,
7409570,They fell and scraped their knees.,C2,8344,19,basic verbs & actions
847164,They prefer the shadows rather than the spotlight.,C2,8354,20,likes & dislikes
11567373,Mark's look projects self-esteem.,C2,8282,21,emotions
10366822,"I'm not asking you to confirm, I'm asking you to verify.",C2,8623,22,asking for help
1786137,"You ate an apple, yay!",C2,8108,23,
12489454,Tell the lad it's time he got some sleep.,C2,8307,24,
11775484,Antonio was fixing the billboard.,C2,8641,25,
12635170,My brother became a shepherd.,C2,8348,26,family & relationships
6825576,The gem I bought from the shop is authentic.,C2,8670,27,shopping & prices
9998999,The event was open to students and alumni.,C2,8385,28,
11606673,We're trying to prove that our hypothesis is correct.,C2,8678,29,
12928137,My little sister has a bunny.,C2,8519,30,"family & relationships,animals"
8566290,I'm using wireless headphones.,C2,8553,31,
6575417,Sami is finally having his moment in the spotlight.,C2,8354,32,
7551409,He wasn't inclined to be patient.,C2,8681,33,negation
2983080,I'm trying to verify the problem you reported.,C2,8623,34,asking for help
11039717,How do you verify your account?,C2,8623,35,asking for help
6375717,Sami married an abusive woman.,C2,8633,36,family & relationships
2547184,I'm inclined to agree.,C2,8681,37,
13219474,Buying an item gives you a promotional offer.,C2,8712,38,shopping & prices
9949001,The bunny is so cute!,C2,8519,39,animals
10864310,We're both alumni of this university.,C2,8385,40,
3362311,He stands stiff as a poker on the stage.,C2,8357,41,
303034,He smiled and said goodbye.,C2,8857,42,greetings & introductions
9970336,It was just a hypothesis.,C2,8678,43,
13021927,He must learn to approach things with a serious mindset.,C2,8825,44,
10021887,Look! A bunny!,C2,8519,45,animals
3919429,I'm inclined to believe him.,C2,8681,46,
11602229,William walked like a ninja to avoid Sandra.,C2,8700,47,
13357166,People love watching celebrities lip-sync to popular songs online.,C2,8868,48,
3735905,That's an interesting hypothesis.,C2,8678,49,
6658930,I don't want you to do that by yourselves.,C2,8881,50,negation
12755588,You should consider yourselves lucky.,C2,8881,51,
4986469,Your closet is already full. Space will have to be freed up somewhere else for your new clothes.,C2,8931,52,"possession (my, your, his)"
9432967,Yanni is working on a novel trilogy.,C2,8873,53,
11680903,Bruno was driving a blue pickup truck.,C2,8841,54,colors & shapes
12363240,The picture and sound are out of sync.,C2,8868,55,
2619962,He makes a good volleyball player because he can jump high and spike the ball.,C2,9005,56,sports
12954699,It's lime.,C2,8814,57,colors & shapes
2727669,I saw a man dressed as a ninja.,C2,8700,58,
6711826,Sami portrayed himself as a loving husband.,C2,8971,59,family & relationships
8849854,Yanni should trust his gut instinct.,C2,8803,60,
562438,He tried wooing her with love poems.,C2,8745,61,
5647143,I am not going to take the bait.,C2,8894,62,negation
10689061,"Duo, the owl, teaches many languages.",C2,8703,63,language learning
3402355,I baited the hook for you.,C2,8894,64,
11889949,Keep a positive mindset even on challenging days.,C2,8825,65,emotions
12119036,It tastes of vanilla.,C2,9122,66,
11746496,You can use live bait while fishing.,C2,8894,67,
7511453,I think that you can take care of yourselves.,C2,8881,68,personal pronouns
8106463,This is a lime tree.,C2,8814,69,plants
306038,They walked over the mat.,C2,9065,70,
4513948,"She downloaded the picture, saw his face and said ""Wow!""",C2,9172,71,
791834,This app will let you sync your photos and music between all your devices.,C2,8868,72,
12051320,She did not spit on the floor.,C2,8987,73,negation
327121,I just roughly allocated it to each function.,C2,9134,74,
10719754,It's a bot.,C2,9289,75,
9316917,"The good news is, we've created a bot with human-level intelligence. The bad news is, it's wrong about everything.",C2,9289,76,
953323,How can I get my toddler to eat vegetables?,C2,9268,77,
479218,The cat is on the mat.,C2,9065,78,
9054910,He scraped his elbow.,C2,9037,79,
7241458,Sami dressed as a cowboy.,C2,8917,80,
8665071,She likes vanilla ice cream.,C2,9122,81,"likes & dislikes,emotions"
9015669,Love and envy are siblings.,C2,9040,82,negation
6661253,"Tom is reckless, but Mary isn't.",C2,9388,83,at the restaurant
12207351,I'd like some vanilla ice cream.,C2,9122,84,
2939998,Hm! You're right!,C2,9346,85,
274534,"On leaving school, we presented him with a table clock as a token of our thanks.",C2,9410,86,
2980246,Tom puts gel in his hair.,C2,9046,87,
5850810,How do you know if you were hacked?,C2,9341,88,"directions & locations,at the restaurant"
7056465,The restaurant is near the pier.,C2,9380,89,
6480639,"It would be good that we scan the old books, whose copyright has expired, to upload them to the Internet. That way, these books will not be forgotten.",C2,9468,90,
48267,The dog was sleeping on the mat.,C2,9065,91,shopping & prices
7091315,Do you have any hair gel?,C2,9046,92,"negation,plants"
10860400,Ivies are not vulnerable.,C2,9199,93,animals
10308949,The hawk caught the mouse.,C2,9477,94,directions & locations
2270167,"When we landed, we saw our friend on the pier.",C2,9380,95,
10191283,Is that mic off?,C2,9498,96,likes & dislikes
9134747,You travel the world a lot. Which cuisine do you appreciate the most?,C2,9455,97,"possession (my, your, his)"
6810809,Sami's passport has expired.,C2,9468,98,
13344966,We've sent a token to your phone number.,C2,9410,99,negation
3506068,I'm not boycotting you.,C2,9444,100,family & relationships
10459735,I finally managed to persuade her siblings to accept my plan.,C2,9379,101,"family & relationships,possession (my, your, his)"
10742830,My mother's homemade chocolate cake is delicious.,C2,9479,102,
2268766,They arrived at twilight.,C2,9415,103,directions & locations
280709,All at once the ship left the pier.,C2,9380,104,
7406568,They wanted me to buy them a pony.,C2,9509,105,personal pronouns
69339,You are my equal; not my inferior or superior.,C2,9482,106,
6207544,Did you see the eclipse?,C2,9462,107,"possession (my, your, his)"
11341191,Our house is the only in the area with a slate roof.,C2,9397,108,"possession (my, your, his)"
16883,Your driver's license has expired.,C2,9468,109,
9817124,This is a token of our love.,C2,9410,110,
38948,The toilet doesn't flush properly.,C2,9610,111,
11613823,We're going to an open mic.,C2,9498,112,
2325140,I drew a picture of a pony.,C2,9509,113,animals
6990629,"This apartment looks like a classic bachelor pad, with pizza boxes and beer cans all over the floor.",C2,9578,114,
3878330,This shirt is filthy. Wash it after school.,C2,9608,115,basic verbs & actions
10742804,There's nothing better than homemade bread.,C2,9479,116,likes & dislikes
11886072,You should always flush the toilet after using it.,C2,9610,117,polite requests & manners
3287432,There's nothing like a dish of homemade ice cream.,C2,9479,118,likes & dislikes
10551438,I always find puppet shows a bit creepy.,C2,9655,119,emotions
10910338,The initial enthusiasm has waned.,C2,9690,120,
10156882,Use a glue stick.,C2,9613,121,in the classroom
7215165,Sami needs to flush the toilet.,C2,9610,122,polite requests & manners
7004787,Are you practicing your set for open mic night?,C2,9498,123,
11887767,She thinks you're filthy rich.,C2,9608,124,negation
6918521,No one can make you feel inferior without your permission.,C2,9482,125,colors & shapes
12614534,The man in a red hat and blue shirt is seated on the curb next to a tree.,C2,9728,126,
1394677,He goes to kindergarten.,C2,9775,127,
6466698,I call shotgun!,C2,9537,128,negation
10830336,Cars are not allowed to drive onto the curb.,C2,9728,129,animals
1815712,A pony is a small horse.,C2,9509,130,
11364571,We will arrive at the destined station shortly.,C2,9732,131,
3582439,"This book sells very well, ie it is sold to many people.",C2,9618,132,
9388275,Yanni trusts his gut feeling.,C2,9681,133,
7248806,Sami's mat was filthy.,C2,9608,134,animals
4496124,"If you don't bother the bees, they're unlikely to sting you.",C2,9674,135,
324807,The kindergarten children were walking hand in hand in the park.,C2,9775,136,emotions
13221470,I'm excited that a remake of a game I used to love got released.,C2,9808,137,
2951342,His popularity is waning.,C2,9690,138,polite requests & manners
10228644,Please be cautious in regard to scam email.,C2,9717,139,
1616976,Is it true that you gamble?,C2,9752,140,directions & locations
8214830,A young woman asked me where the kindergarten was.,C2,9775,141,
2203236,You're psychic.,C2,9653,142,shopping & prices
9988411,We have to buy glue somewhere.,C2,9613,143,negation
11874953,I've never gambled.,C2,9752,144,
4014753,It's compact and lightweight.,C2,9914,145,animals
13406908,A crow is a small raven.,C2,9805,146,animals
10257054,We fish trout in this river.,C2,9974,147,animals
562087,The newborn chicks still have not opened their eyes.,C2,9923,148,
8818457,Yanni pulled up to the curb.,C2,9728,149,
12563604,Who has a lightweight computer?,C2,9914,150,
2266013,Have they connected the radio antenna?,C2,9996,151,
4903090,This carbon fiber bicycle is incredibly lightweight.,C2,9914,152,animals
12415886,"Fish is considered a good source of omega threes, fatty acids thought to be beneficial to health.",C2,9927,153,
11882135,Your laptop's graphics card is top-notch.,C2,9926,154,
3170333,How do you prefer to cook trout?,C2,9974,155,
4494249,The problem is prevalent.,C2,9940,156,animals
3738053,Are the trout biting?,C2,10000,157,animals
2006419,He caught a large trout.,C2,9974,158,
2619464,"In algebra, we often replace numbers with letters.",C2,9994,159,
12754960,He's failing algebra.,C2,9994,160,
8969244,There is an antenna at the top.,C2,9996,161,
11634909,Jonas fixed the antenna.,C2,9996,162,
